187-4,INGENIERÍA EN SISTEMAS,454,TÉCNICO SUPERIOR UNIVERSITARIO EN ANÁLISIS DE SISTEMAS,TECNICO SUPERIOR,A,12
187-4,INGENIERÍA EN SISTEMAS,1522,TÉCNICO SUPERIOR UNIVERSITARIO ANALISTA DE SISTEMAS DE INFORMACIÓN ADMINISTRATIVA,TECNICO SUPERIOR,A,12
187-4,INGENIERÍA EN SISTEMAS,1642,TÉCNICO MEDIO OPERADOR EN SISTEMAS EMPRESARIALES,TECNICO MEDIO,A,12
187-4,INGENIERÍA EN SISTEMAS,209,INGENIERO EN SISTEMAS,LICENCIATURA,A,12
187-5,INGENIERÍA EN REDES Y TELECOMUNICACIONES,607,TÉCNICO UNIVERSITARIO SUPERIOR EN INSTALACIÓN Y CONFIGURACIÓN DE REDES,TECNICO SUPERIOR,A,12
187-5,INGENIERÍA EN REDES Y TELECOMUNICACIONES,228,INGENIERO EN REDES Y TELECOMUNICACIONES,LICENCIATURA,A,12
187-5,INGENIERÍA EN REDES Y TELECOMUNICACIONES,1525,TÉCNICO UNIVERSITARIO SUPERIOR EN REDES Y CONECTIVIDAD,TECNICO SUPERIOR,A,12
187-5,INGENIERÍA EN REDES Y TELECOMUNICACIONES,1644,TÉCNICO MEDIO EN CABLEADO DE REDES CONECTIVIDAD Y FIBRA ÓPTICA,TECNICO MEDIO,A,12
8000-0,TOPOGRAFÍA,166,TÉCNICO MEDIO EN TOPOGRAFÍA,TECNICO MEDIO,A,13
401-2,AGROPECUARIA,933,TÉCNICO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,14
401-2,AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,14
401-3,INGENIERÍA AGROPECUARIA,184,INGENIERO AGROPECUARIO,LICENCIATURA,A,14
401-3,INGENIERÍA AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,14
131-C,ENFERMERÍA,104,LICENCIADO EN ENFERMERÍA,LICENCIATURA,A,15
132-0,ODONTOLOGÍA,1019,ODONTÓLOGO,LICENCIATURA,A,15
234-0,PETRÓLEOS,193,TÉCNICO SUPERIOR EN PETRÓLEOS,TECNICO SUPERIOR,A,15
234-1,TÉCNICO SUPERIOR EN PETRÓLEO,193,TÉCNICO SUPERIOR EN PETRÓLEOS,TECNICO SUPERIOR,A,15
234-2,TÉCNICO SUPERIOR EN PETRÓLEO,193,TÉCNICO SUPERIOR EN PETRÓLEOS,TECNICO SUPERIOR,A,15
234-4,PETRÓLEOS,193,TÉCNICO SUPERIOR EN PETRÓLEOS,TECNICO SUPERIOR,A,15
234-4,PETRÓLEOS,1005,TÉCNICO SUPERIOR EN PETRÓLEO,TECNICO SUPERIOR,A,15
234-5,INGENIERÍA DEL PETRÓLEO Y GAS,193,TÉCNICO SUPERIOR EN PETRÓLEOS,TECNICO SUPERIOR,A,15
234-5,INGENIERÍA DEL PETRÓLEO Y GAS,1005,TÉCNICO SUPERIOR EN PETRÓLEO,TECNICO SUPERIOR,A,15
234-5,INGENIERÍA DEL PETRÓLEO Y GAS,981,TÉCNICO SUPERIOR EN PETRÓLEO Y GAS NATURAL,TECNICO SUPERIOR,A,15
234-5,INGENIERÍA DEL PETRÓLEO Y GAS,251,INGENIERO DEL PETRÓLEO Y GAS NATURAL,LICENCIATURA,A,15
235-0,CONTABILIDAD,85,CONTADOR GENERAL,TECNICO SUPERIOR,A,15
235-1,CONTABILIDAD (CAMIRI),85,CONTADOR GENERAL,TECNICO SUPERIOR,A,15
235-A,CONTABILIDAD,85,CONTADOR GENERAL,TECNICO SUPERIOR,A,15
236-0,AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,15
236-1,AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,15
236-3,INGENIERÍA EN AGROPECUARIA,184,INGENIERO AGROPECUARIO,LICENCIATURA,A,15
236-3,INGENIERÍA EN AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,15
237-0,TÉCNICO SUPERIOR DE ENFERMERÍA,155,TÉCNICO SUPERIOR EN ENFERMERÍA,TECNICO SUPERIOR,A,15
237-1,ENFERMERÍA (CAMIRI),155,TÉCNICO SUPERIOR EN ENFERMERÍA,TECNICO SUPERIOR,A,15
237-2,ENFERMERÍA (CAMIRI),155,TÉCNICO SUPERIOR EN ENFERMERÍA,TECNICO SUPERIOR,A,15
238-0,MONITOREO SOCIOAMBIENTAL,1060,TÉCNICO SUPERIOR EN MONITOREO SOCIO-AMBIENTAL,TECNICO SUPERIOR,A,15
238-1,INGENIERÍA SOCIOAMBIENTAL,1131,INGENIERO SOCIOAMBIENTAL,LICENCIATURA,A,15
238-1,INGENIERÍA SOCIOAMBIENTAL,1060,TÉCNICO SUPERIOR EN MONITOREO SOCIO-AMBIENTAL,TECNICO SUPERIOR,A,15
160-0,INGENIERÍA EN AGRIMENSURA,121,AGREMENSOR,TECNICO SUPERIOR,A,16
160-0,INGENIERÍA EN AGRIMENSURA,218,INGENIERO AGRIMENSOR,LICENCIATURA,A,16
160-0,INGENIERÍA EN AGRIMENSURA,814,TÉCNICO UNIVERSITARIO SUPERIOR DE AGRIMENSOR,TECNICO SUPERIOR,A,16
161-0,INGENIERÍA METALURGIA,1309,INGENIERO METALURGICO,LICENCIATURA,A,16
161-0,INGENIERÍA METALURGIA,1170,TÉCNICO UNIVERSITARIO SUPERIOR EN METALURGIA,TECNICO SUPERIOR,A,16
161-1,INGENIERÍA MATERIALES,1305,INGENIERO EN MATERIALES,LICENCIATURA,A,16
161-1,INGENIERÍA MATERIALES,1307,TÉCNICO UNIVERSITARIO SUPERIOR EN MATERIALES,TECNICO SUPERIOR,A,16
162-0,OFIMÁTICA,742,TÉCNICO UNIVERSITARIO SUPERIOR EN OFIMÁTICA,TECNICO SUPERIOR,A,16
162-0,OFIMÁTICA,1511,OFIMÁTICO,LICENCIATURA,A,16
162-0,OFIMÁTICA,1620,TÉCNICO MEDIO EN OFIMÁTICA,TECNICO MEDIO,A,16
209-0,CONSTRUCCIONES CIVILES,40,CONSTRUCTOR CIVIL,TECNICO SUPERIOR,A,16
209-Y,CONSTRUCCIONES CIVILES,40,CONSTRUCTOR CIVIL,TECNICO SUPERIOR,A,16
209-Z,CONSTRUCCIONES CIVILES,40,CONSTRUCTOR CIVIL,TECNICO SUPERIOR,A,16
210-0,CONSTRUCCIONES CIVILES,40,CONSTRUCTOR CIVIL,TECNICO SUPERIOR,A,16
210-2,CONSTRUCCIONES CIVILES,40,CONSTRUCTOR CIVIL,TECNICO SUPERIOR,A,16
210-2,CONSTRUCCIONES CIVILES,787,TÉCNICO UNIVERSITARIO SUPERIOR EN CONSTRUCCIONES CIVILES,TECNICO SUPERIOR,A,16
210-3,CONSTRUCCIONES CIVILES,40,CONSTRUCTOR CIVIL,TECNICO SUPERIOR,A,16
210-3,CONSTRUCCIONES CIVILES,787,TÉCNICO UNIVERSITARIO SUPERIOR EN CONSTRUCCIONES CIVILES,TECNICO SUPERIOR,A,16
230-0,AGROMENSURA,121,AGREMENSOR,TECNICO SUPERIOR,A,16
230-1,AGROMENSURA,121,AGREMENSOR,TECNICO SUPERIOR,A,16
230-2,AGROMENSURA,121,AGREMENSOR,TECNICO SUPERIOR,A,16
230-3,AGROMENSURA,121,AGREMENSOR,TECNICO SUPERIOR,A,16
230-3,AGROMENSURA,871,TÉCNICO UNIVERSITARIO SUPERIOR DE AGREMENSOR,TECNICO,A,16
301-2,MECÁNICA GENERAL,741,TÉCNICO UNIVERSITARIO SUPERIOR EN MECÁNICA GENERAL,TECNICO SUPERIOR,A,16
301-3,MECÁNICA GENERAL,1505,TÉCNICO UNIVERSITARIO MEDIO EN MECÁNICA GENERAL,TECNICO MEDIO,A,16
301-3,MECÁNICA GENERAL,741,TÉCNICO UNIVERSITARIO SUPERIOR EN MECÁNICA GENERAL,TECNICO SUPERIOR,A,16
301-4,MECÁNICA INDUSTRIAL,631,TÉCNICO UNIVERSITARIO MEDIO EN MECÁNICA INDUSTRIAL,TECNICO MEDIO,A,16
301-4,MECÁNICA INDUSTRIAL,936,TÉCNICO UNIVERSITARIO SUPERIOR EN MECÁNICA INDUSTRIAL,TECNICO SUPERIOR,A,16
301-5,MECÁNICA DE PRODUCCIÓN,952,TÉCNICO UNIVERSITARIO MEDIO EN MECÁNICA DE PRODUCCIÓN,TECNICO MEDIO,A,16
301-5,MECÁNICA DE PRODUCCIÓN,746,TÉCNICO UNIVERSITARIO SUPERIOR EN MECÁNICA DE PRODUCCIÓN,TECNICO SUPERIOR,A,16
301-6,MECÁNICA AUTOMOTRIZ,578,TÉCNICO UNIVERSITARIO SUPERIOR EN MECÁNICA AUTOMOTRIZ,TECNICO SUPERIOR,A,16
301-6,MECÁNICA AUTOMOTRIZ,635,TÉCNICO UNIVERSITARIO MEDIO EN MECÁNICA AUTOMOTRIZ,TECNICO MEDIO,A,16
304-0,ELECTRICIDAD INDUSTRIAL,149,TÉCNICO SUPERIOR EN ELECTRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
304-1,ELECTRICIDAD INDUSTRIAL,149,TÉCNICO SUPERIOR EN ELECTRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
304-2,ELECTRICIDAD INDUSTRIAL,998,TÉCNICO UNIVERSITARIO SUPERIOR EN ELETRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
304-2,ELECTRICIDAD INDUSTRIAL,739,TÉCNICO UNIVERSITARIO SUPERIOR EN ELECTRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
304-2,ELECTRICIDAD INDUSTRIAL,149,TÉCNICO SUPERIOR EN ELECTRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
304-3,ELECTRICIDAD INDUSTRIAL,739,TÉCNICO UNIVERSITARIO SUPERIOR EN ELECTRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
304-3,ELECTRICIDAD INDUSTRIAL,149,TÉCNICO SUPERIOR EN ELECTRICIDAD INDUSTRIAL,TECNICO SUPERIOR,A,16
305-0,ELECTRÓNICA,740,TÉCNICO UNIVERSITARIO SUPERIOR EN ELECTRÓNICA,TECNICO SUPERIOR,A,16
305-1,ELECTRÓNICA,740,TÉCNICO UNIVERSITARIO SUPERIOR EN ELECTRÓNICA,TECNICO SUPERIOR,A,16
305-1,ELECTRÓNICA,133,TÉCNICO SUPERIOR EN ELECTRÓNICA,TECNICO SUPERIOR,A,16
305-2,ELECTRÓNICA,740,TÉCNICO UNIVERSITARIO SUPERIOR EN ELECTRÓNICA,TECNICO SUPERIOR,A,16
305-2,ELECTRÓNICA,133,TÉCNICO SUPERIOR EN ELECTRÓNICA,TECNICO SUPERIOR,A,16
306-0,OFIMÁTICA,180,TÉCNICO SUPERIOR EN OFIMÁTICA,TECNICO SUPERIOR,A,16
306-0,OFIMÁTICA,1511,OFIMÁTICO,LICENCIATURA,A,16
306-0,OFIMÁTICA,742,TÉCNICO UNIVERSITARIO SUPERIOR EN OFIMÁTICA,TECNICO SUPERIOR,A,16
307-0,SIDERURGIA,824,TÉCNICO UNIVERSITARIO SUPERIOR EN SIDERURGIA,TECNICO SUPERIOR,A,16
307-0,SIDERURGIA,262,TÉCNICO SUPERIOR EN SIDERURGIA,TECNICO SUPERIOR,A,16
308-0,BIBLIOTECOLOGÍA,239,TÉCNICO SUPERIOR EN BIBLIOTECOLOGÍA,TECNICO SUPERIOR,A,16
401-0,AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,17
401-1,AGROPECUARIA,156,TÉCNICO UNIVERSITARIO SUPERIOR EN AGROPECUARIA,TECNICO SUPERIOR,A,17
